city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms,numOfStories,numOfSchools,predicted_prices_nn
austin,8101 Vailview Cv,78750,30.39195824,-97.79823303,1.98,3,True,True,True,True,True,Single Family,1999,380000,9,0,5,2,0,0,0,0,0,87991.2,5458,7.0,5.0,5,2,3,1203036.8
austin,216 El Socorro Ln,78732,30.34779549,-97.91526031,1.98,2,True,True,True,False,False,Single Family,2007,350000,8,0,1,3,0,0,0,0,0,5749.0,2616,8.333333332999999,3.0,4,2,3,277496.16
austin,1405 University Club Dr,78732,30.34506607,-97.89356995,1.98,3,True,True,True,False,True,Single Family,2012,1075000,3,0,1,2,0,0,0,0,0,14810.4,4791,8.333333332999999,5.0,5,2,3,1123302.9
austin,7101 Sienna Rouge Path,78744,30.16492653,-97.72361755,1.98,0,True,False,True,False,False,Single Family,2016,299000,3,0,1,1,1,0,0,1,0,6098.0,2248,3.666666667,2.0,4,1,3,278676.1
austin,3721 Pappys Way,78730,30.34293556,-97.82035828,1.98,0,True,False,True,False,False,Single Family,2004,1475000,1,0,0,1,0,0,0,0,0,25264.8,4315,7.0,4.0,4,1,3,1206011.2
austin,11221 Fletcher Hall Ln,78717,30.49832535,-97.78833008,2.21,0,True,False,True,False,False,Single Family,2003,259900,4,0,2,2,0,0,0,0,0,4965.0,1970,8.333333332999999,3.0,3,2,3,304499.66
austin,362 Katie Dr,78737,30.15677452,-97.93294525,2.01,3,True,True,True,False,True,Single Family,2016,517000,4,0,3,2,1,3,0,0,0,12632.4,2869,7.0,3.0,3,1,3,531694.56
austin,12812 Ursa Major Path,78732,30.3584156,-97.90826416,1.98,3,True,True,True,False,False,Single Family,2008,535000,3,0,1,2,0,0,0,0,0,10541.0,3686,8.666666667000001,4.0,6,2,3,635226.56
austin,8113 Vailview Cv,78750,30.39102936,-97.7996521,1.98,3,True,True,True,False,True,Single Family,1998,749900,4,0,3,3,0,0,0,0,0,50965.2,3585,7.0,4.0,5,2,3,744195.44
austin,5321 Sendero Hills Pkwy,78724,30.28289032,-97.64657593,1.98,2,True,True,True,False,True,Single Family,2006,323000,13,0,4,3,1,1,0,0,0,10280.0,2242,3.666666667,3.0,3,2,4,276970.53
austin,10613 Chestnut Ridge Rd,78726,30.43550491,-97.81712341,1.98,2,True,True,True,True,False,Single Family,2000,419900,4,0,3,2,3,2,0,0,0,8276.0,4074,5.77869409,4.0,5,2,0,1319432.2
austin,2612 Arion Cir,78730,30.33522415,-97.82941437,1.98,3,True,True,True,False,True,Single Family,2012,1400000,1,0,4,2,0,2,0,0,0,16988.4,4307,7.0,4.0,4,2,3,1151296.0
austin,14209 Williamsport St,78717,30.48966789,-97.78827667,2.21,4,True,True,True,True,False,Single Family,2015,535000,5,0,5,3,0,0,0,0,0,6534.0,3008,7.666666667,3.0,4,2,3,422448.16
austin,5618 Parade Rdg,78731,30.35322762,-97.79193115,1.98,0,True,False,True,False,False,Single Family,2005,549000,1,0,0,1,0,0,0,0,0,3920.0,1987,7.0,2.0,2,1,3,628125.9
austin,402 Delayne Dr,78737,30.14764595,-97.94283295,2.01,3,True,True,True,True,False,Single Family,2020,1380000,2,0,5,1,0,1,0,0,0,27007.2,4042,7.0,4.0,4,1,3,797552.94
austin,5905 Chantsong Ct,78724,30.28235245,-97.62699127,1.98,0,True,False,True,False,False,Single Family,2008,214990,1,0,7,1,0,0,0,0,0,6229.0,1203,3.666666667,2.0,3,1,4,270008.06
austin,4001 Reeders Dr,78725,30.23958397,-97.58803558,1.98,2,True,True,True,False,False,Single Family,2002,210000,1,0,3,2,1,1,0,0,0,5227.0,1875,3.0,3.0,3,2,3,466138.3
austin,5804 Back Ct,78731,30.3555088,-97.79109192,1.98,0,True,False,True,False,False,Condo,1980,315900,8,0,1,1,0,0,0,0,0,3963.0,1903,7.0,3.0,3,2,3,453304.6
austin,11005 Spicewood Pkwy,78750,30.435398100000004,-97.79986572,1.98,2,True,True,True,False,False,Single Family,1975,549000,5,0,2,3,0,1,0,1,0,15681.6,4333,8.666666667000001,5.0,6,2,3,990574.75
austin,13513 Country Trails Ln,78732,30.37398529,-97.90924072,1.98,0,True,False,True,True,False,Single Family,2006,765000,3,0,0,1,0,0,0,0,0,18295.2,3841,8.666666667000001,4.0,5,2,3,746513.75
austin,12616 Ondara Dr,78739,30.17391968,-97.91566467,1.98,0,True,False,True,False,False,Single Family,2017,444900,4,0,3,1,0,0,0,0,0,6795.0,1618,9.0,2.0,3,1,3,289682.34
austin,15217 Wideleaf Cv,78724,30.25702858,-97.57604218,1.98,2,True,True,True,False,False,Single Family,2008,199900,3,0,2,2,0,0,0,0,0,7840.0,2184,2.666666667,3.0,4,2,3,306690.84
austin,10064 Circleview Dr,78733,30.29865646,-97.89344788,1.98,0,True,False,True,False,False,Single Family,1986,675000,2,0,3,1,0,0,0,0,0,13503.6,2858,9.333333333,4.0,4,2,4,805551.9
austin,5800 Buckpasser Cv,78746,30.33262253,-97.80139923,1.98,0,True,False,True,False,False,Single Family,1987,900000,4,0,3,1,0,0,0,1,0,13503.6,3084,9.0,3.0,4,2,2,766238.25
austin,4501 Court Of St James,78730,30.36359596,-97.84345245,1.98,0,True,False,True,False,False,Single Family,2001,1350000,1,0,4,1,0,1,0,1,0,54885.6,4628,7.0,5.0,4,2,3,1274507.4
austin,11013 Los Comancheros Rd,78717,30.50189972,-97.78781891,2.21,2,True,True,True,False,False,Single Family,2005,345000,1,0,3,3,1,3,0,0,0,5401.0,2129,8.333333332999999,3.0,3,2,3,379807.88
del valle,12619 Stoney Ridge Bnd,78617,30.15930176,-97.63274384,1.98,2,True,True,True,False,True,Single Family,2017,249990,1,0,4,2,1,0,0,0,0,5619.0,1647,3.0,2.0,3,1,3,373232.7
austin,10800 Scotland Well Dr,78750,30.42997169,-97.79575348,1.98,2,True,True,True,True,False,Single Family,1987,497500,12,0,2,2,1,1,0,0,0,10890.0,2198,9.0,3.0,4,2,3,407488.62
austin,14516 Flat Top Ranch Rd,78732,30.37318802,-97.91223145,1.98,0,True,False,True,False,False,Single Family,2010,3500000,1,0,7,1,0,0,0,0,0,107593.2,6082,8.333333332999999,5.0,4,2,3,1443600.4
austin,8309 Bestride Bnd,78744,30.14896774,-97.72189331,1.98,0,True,False,True,False,False,Single Family,2019,421161,1,0,3,1,2,1,0,0,0,7200.0,2502,3.666666667,3.0,4,1,3,411827.62
austin,648 Big Meadow Rd,78737,30.16253662,-97.99919128,2.01,3,True,True,True,False,False,Single Family,2012,492900,3,0,3,2,0,0,0,0,0,11325.6,4025,8.0,4.0,5,2,2,691926.75
austin,224 Horseback Holw,78732,30.34987831,-97.90374756,1.98,3,True,True,True,True,False,Single Family,2011,570000,2,0,7,2,0,0,0,0,0,8747.0,4150,8.666666667000001,4.0,5,2,3,858260.44
austin,9429 Southwick Dr,78724,30.27689171,-97.62487793,1.98,0,True,False,True,False,False,Single Family,2015,238500,1,0,4,1,1,0,0,0,0,6621.0,1252,3.666666667,2.0,3,1,4,270262.88
austin,15114 Sabal Palm Rd,78724,30.25670242,-97.57794189,1.98,0,True,False,True,False,False,Single Family,2006,210099,2,0,4,1,0,0,0,0,0,5749.0,1457,2.666666667,2.0,3,1,3,274354.1
austin,5807 Buckpasser Cv,78746,30.33246803,-97.80217743,1.98,2,True,True,True,False,False,Single Family,1985,949000,1,1,0,2,1,1,0,0,0,14374.8,2958,9.0,3.0,3,2,2,902457.44
austin,8035 Bottlebrush Dr,78750,30.39263535,-97.79965973,1.98,0,True,False,True,False,False,Single Family,1996,514950,6,0,4,1,0,0,0,0,1,11761.2,3654,7.0,4.0,5,2,3,593943.44
austin,2204 Bloomfield Hills Pass,78732,30.36735725,-97.90783691,1.98,2,True,True,True,False,True,Single Family,2005,620000,7,0,2,2,0,0,0,0,0,9888.0,4287,8.666666667000001,4.0,5,2,3,750823.6
austin,5309 Ingersoll Ln,78744,30.17661858,-97.6942215,1.98,2,True,True,True,False,False,Single Family,2015,299900,3,0,3,2,1,0,0,0,0,4399.0,2013,3.666666667,3.0,4,2,3,279316.12
austin,3706 Sojourner St,78725,30.23865891,-97.59020996,1.98,0,True,False,True,False,False,Single Family,2003,175000,2,0,3,1,0,0,0,0,0,5662.0,1278,3.0,1.0,3,1,3,210102.69
austin,5129 Park At Woodlands Dr,78724,30.27406311,-97.63259888,1.98,2,True,True,True,False,False,Single Family,2007,140000,4,0,6,3,1,2,0,1,0,6272.0,2133,3.666666667,3.0,3,2,4,333756.7
austin,11205 Mckinney Springs Dr,78717,30.49164581,-97.79481506,2.21,0,True,False,True,False,False,Single Family,2009,304900,4,0,2,2,0,0,0,0,0,6098.0,1770,8.333333332999999,2.0,4,1,3,252966.48
austin,7101 Bowditch Dr,78730,30.33774567,-97.82193756,1.98,4,True,True,True,False,True,Single Family,2007,1000000,1,0,8,2,0,0,0,0,0,43560.0,3123,7.0,3.0,4,1,3,813973.25
austin,276 Clear Pond Cv,78737,30.17511559,-97.99777222,2.01,0,True,False,True,False,True,Single Family,2006,562000,2,0,3,1,0,0,0,0,0,17424.0,3650,8.0,4.0,4,2,2,671711.75
del valle,12213 Paloma Blanca Way,78617,30.16911697,-97.63158417,1.98,2,True,True,True,False,False,Single Family,2009,215000,2,0,5,2,2,2,0,0,0,4356.0,1413,3.333333333,2.0,3,1,3,361366.1
austin,8407 Horse Mountain Cv,78759,30.41678238,-97.79043579,1.98,0,True,False,True,False,False,Single Family,1994,690000,3,0,3,1,1,2,0,1,0,11761.2,3202,9.0,3.0,4,1,3,795252.44
austin,5900 Cartwright Cv,78731,30.35583305,-97.78889465,1.98,2,True,True,True,False,False,Single Family,1983,699000,4,0,3,2,3,1,0,2,0,6359.0,2369,7.0,2.0,3,2,3,573321.06
austin,12725 Capella Trl,78732,30.36227417,-97.90796661,1.98,2,True,True,True,False,False,Single Family,2007,415000,6,0,1,2,0,0,0,0,0,10890.0,3338,8.666666667000001,4.0,4,2,3,566780.25
austin,8921 Southwick Dr,78724,30.27964211,-97.62926483,1.98,2,True,True,True,False,False,Single Family,2012,230000,5,0,4,2,0,0,0,0,0,5401.0,2043,3.666666667,3.0,4,2,4,280108.97
austin,2801 Pearce Rd,78730,30.33198929,-97.8243103,1.98,0,False,False,True,True,True,Single Family,2019,2750000,4,0,1,0,0,0,0,0,0,21780.0,800,7.0,2.0,2,1,3,152924.16
austin,9305 Cedar Crest Dr,78750,30.44285965,-97.7962265,1.98,2,True,True,True,False,False,Single Family,1971,825000,6,0,5,2,0,0,0,0,0,16117.2,4152,8.666666667000001,4.0,4,2,3,868272.1
austin,11013 Steelton Cv,78717,30.48844528,-97.78965759,2.21,0,True,False,True,False,False,Single Family,2014,490000,11,0,2,2,0,2,0,2,0,6185.0,3098,7.666666667,4.0,4,2,3,401540.25
austin,1093 Grassy Field Rd,78737,30.16635895,-97.99782562,2.01,5,True,True,True,False,True,Single Family,2010,485000,2,0,8,4,0,0,0,0,1,12632.4,3490,7.0,3.0,4,1,3,555541.56
austin,7310 Cave Holw,78750,30.37490654,-97.78996277,1.98,0,True,False,True,False,True,Single Family,1983,499700,3,0,3,1,3,0,0,1,0,4138.0,1700,7.0,3.0,3,2,3,365790.56
austin,4508 Nixon Ln,78725,30.27408791,-97.6504364,1.98,0,False,False,True,False,False,Single Family,1939,199000,5,0,1,0,0,0,0,0,0,41817.6,864,3.666666667,2.0,3,1,4,363427.12
austin,Kind Way,78725,30.2392025,-97.57244873,1.98,0,True,False,True,False,False,Condo,2014,170000,1,0,4,0,0,0,0,0,0,6194.0,1020,3.0,2.0,2,1,3,259342.78
austin,4105 Triple Crown,78746,30.33753014,-97.80006409,1.98,0,True,False,True,False,False,Single Family,1993,750000,1,0,3,1,0,1,0,2,0,6098.0,2237,9.0,2.0,3,1,2,643869.8
austin,216 Dawn River Cv,78732,30.35005188,-97.91601563,1.98,3,True,True,True,False,True,Single Family,2005,1699000,5,0,4,2,2,1,0,1,0,132422.4,5832,8.333333332999999,6.0,5,2,3,1549874.0
austin,10806 Spicewood Pkwy,78750,30.43311501,-97.80101013,1.98,0,True,False,True,False,False,Single Family,1976,560000,2,0,3,1,0,0,0,0,0,16117.2,3450,8.666666667000001,3.0,4,2,3,679532.5
austin,1833 Carlotta Ln,78733,30.34543419,-97.87163544,1.98,0,True,False,True,False,True,Single Family,2007,1195000,4,0,3,3,0,0,0,0,0,43560.0,4086,8.0,5.0,4,2,4,1305900.0
austin,13008 Hymeadow Cir,78729,30.46307373,-97.78816223,2.21,2,True,True,True,False,False,Single Family,2013,374000,6,0,4,4,0,0,0,0,0,5749.0,2361,6.0,4.0,4,2,3,398226.2
austin,312 Blazing Star Dr,78737,30.17198944,-98.00283051,2.01,4,True,True,True,False,True,Single Family,2006,659900,3,0,5,2,0,0,0,0,0,15681.6,6994,8.0,4.5,5,2,2,1434281.8
austin,9425 Southwick Dr,78724,30.2769413,-97.62501526,1.98,2,True,True,True,False,False,Single Family,2015,249900,1,0,2,2,1,0,0,1,0,5880.0,1807,3.666666667,3.0,3,2,4,307435.34
austin,5608 Courtyard Cv,78731,30.3563118,-97.79011536,1.98,4,True,True,True,False,False,Single Family,1983,600000,2,0,1,3,0,0,0,0,1,6969.0,2169,7.0,3.0,3,2,3,587507.06
austin,5811 Kentucky Derby,78746,30.33609962,-97.80044556,1.98,2,True,True,True,False,False,Single Family,1993,850000,1,0,3,2,0,0,0,0,0,5662.0,3070,9.0,4.0,4,2,2,991522.25
del valle,6920 Plains Crest Dr,78617,30.15971565,-97.63851166,1.98,0,True,False,True,False,False,Single Family,2013,210000,1,0,3,1,0,0,0,0,0,6098.0,1745,3.0,3.0,4,2,3,297549.75
austin,11811 Brookwood Rd,78750,30.44283485,-97.79116821,1.98,0,True,False,True,False,False,Single Family,1977,750000,2,0,2,1,0,0,0,0,0,14374.8,2971,8.666666667000001,3.0,4,1,3,697474.25
austin,15103 Nuttall Dr,78724,30.2543869,-97.57798767,1.98,0,True,False,True,False,False,Single Family,2004,194500,3,0,2,1,0,1,0,0,0,5749.0,1326,2.666666667,2.0,3,1,3,267796.22
austin,1014 Ogden Dr,78733,30.33215332,-97.86302948,1.98,2,True,True,True,False,True,Single Family,2004,674990,2,0,3,2,0,0,0,0,0,13068.0,3373,8.0,4.0,4,2,4,922201.25
austin,7907 Goldenrod Cv,78750,30.38855553,-97.79856873,1.98,2,True,True,True,False,True,Single Family,1991,675000,1,0,7,2,0,0,0,0,0,14810.4,3175,7.0,3.0,4,2,3,562560.3
austin,711 River Rd,78734,30.34242249,-97.93052673,1.98,3,True,True,True,True,True,Single Family,2005,3249500,5,0,5,2,3,0,2,0,0,43560.0,4660,8.0,6.0,4,3,3,2928327.5
austin,10810 Spicewood Pkwy,78750,30.43362617,-97.80070496,1.98,0,True,False,True,False,True,Single Family,1975,575000,1,0,1,1,1,0,0,0,0,14810.4,3651,8.666666667000001,4.0,5,2,3,858895.44
austin,7113 Cherry Beam Path,78744,30.164165500000003,-97.72306824,1.98,3,True,True,True,False,True,Single Family,2017,400000,1,0,8,5,3,2,0,1,1,6054.0,2289,3.666666667,3.0,4,2,3,448167.0
del valle,11809 Plains Valley Dr,78617,30.16201973,-97.64143372,1.98,0,True,False,True,False,False,Single Family,2005,215000,1,0,6,1,1,1,0,0,0,6969.0,2322,3.0,3.0,4,2,3,486315.75
austin,15100 Mimebark Way,78724,30.25651741,-97.57938385,1.98,0,True,False,True,False,False,Single Family,2005,142136,5,0,1,1,0,0,0,0,0,6969.0,1650,2.666666667,2.0,4,1,3,254531.75
austin,6600 Cuesta Trl,78730,30.37805939,-97.81711578,1.98,2,True,True,True,False,True,Single Family,1986,899900,1,0,3,2,0,0,0,0,0,63597.6,3528,7.0,4.0,4,1,3,1008807.94
austin,5400 Daimler Dr,78744,30.17756462,-97.69676208,1.98,0,True,False,True,False,False,Single Family,2015,255000,1,0,5,1,0,0,0,0,0,4791.0,1297,3.666666667,2.0,3,1,3,231683.48
austin,9904 Kabar Trl,78759,30.41618729,-97.78964233,1.98,0,True,False,True,False,False,Single Family,1994,719900,1,0,3,1,0,1,0,0,0,12632.4,3814,9.0,3.0,4,2,3,823801.56
austin,12919 Perryton Dr,78732,30.33767128,-97.92324829,1.98,0,True,False,True,False,False,Single Family,2006,1850000,1,0,3,1,0,0,0,1,0,128502.0,4761,8.333333332999999,4.0,4,1,3,1049490.9
austin,7211 Oak Shores Dr,78730,30.33961868,-97.8225174,1.98,3,True,True,True,True,False,Single Family,1983,995000,1,0,3,3,2,0,0,0,0,56628.0,3947,7.0,5.0,3,2,3,1359095.5
austin,1302 Canyon Edge Dr,78733,30.33624458,-97.86458588,1.98,2,True,True,True,False,False,Single Family,2008,715000,8,0,4,2,0,0,0,1,0,12632.4,3324,8.0,4.0,4,2,4,768975.94
austin,15206 Mimebark Way,78724,30.25579262,-97.57800293,1.98,2,True,True,True,False,True,Single Family,2006,189000,1,0,1,2,0,0,0,1,0,5749.0,1326,2.666666667,2.0,3,1,3,284556.78
austin,11317 Dodge Cattle Dr,78717,30.50120544,-97.79055023,2.21,2,True,True,True,False,True,Single Family,2005,307500,1,0,4,3,0,0,0,0,0,5415.0,2129,8.333333332999999,3.0,3,2,3,349944.53
austin,5608 Nelson Oaks Dr,78724,30.28043175,-97.63050842,1.98,2,True,True,True,False,False,Single Family,2014,215000,5,0,1,2,0,0,0,0,0,6534.0,1412,3.666666667,2.0,3,1,4,261892.69
austin,7320 Cave Holw,78750,30.37537766,-97.78983307,1.98,2,True,True,True,False,False,Single Family,1983,230000,7,0,5,2,0,0,0,0,0,4748.0,1500,7.0,3.0,2,2,3,231715.22
austin,5301 Gooding Dr,78744,30.17679787,-97.69337463,1.98,2,True,True,True,False,False,Single Family,2015,312000,1,0,4,2,2,0,0,0,0,4399.0,2096,3.666666667,3.0,4,2,3,322938.03
austin,1744 Channel Rd,78746,30.34327126,-97.7899704,1.98,0,True,False,True,False,False,Single Family,1987,3499000,2,0,1,2,0,0,0,0,0,18730.8,900,9.0,1.0,1,1,2,411806.47
austin,10607 Beckwood Dr,78726,30.44152451,-97.82531738,1.98,0,True,False,True,False,False,Single Family,1989,266800,7,0,0,1,0,0,0,0,0,8581.0,2460,8.0,3.0,3,2,3,492082.84
austin,801 River Rd,78734,30.34226799,-97.93073273,1.98,0,True,False,True,False,False,Single Family,1992,1500000,2,0,0,1,0,0,0,0,0,37461.6,3023,8.0,3.0,4,1,3,694768.7
austin,4502 Inicio Ln,78725,30.23807526,-97.57527161,1.98,0,True,False,True,False,False,Condo,2016,178000,2,0,2,0,0,0,0,0,0,6194.0,1100,3.0,2.0,2,1,3,261661.56
del valle,5709 Malarkey Rd,78617,30.17007256,-97.61950684,1.98,0,True,False,True,False,False,Single Family,2005,166000,7,0,3,1,2,1,0,0,0,6011.0,2912,3.333333333,3.0,4,2,3,615529.56
austin,12201 Labrador Bay Ct,78732,30.344347,-97.9055481,1.98,0,True,False,True,False,False,Single Family,2013,595000,4,0,4,1,0,0,0,0,0,9975.0,3601,8.333333332999999,4.0,5,2,3,617159.75
austin,12509 Javea Dr,78739,30.17487907,-97.9161377,1.98,0,True,False,True,False,False,Single Family,2017,599900,1,0,5,1,0,1,0,2,0,9713.0,3141,9.0,3.0,4,2,3,521234.66
austin,9421 Southwick Dr,78724,30.27699661,-97.62514496,1.98,2,True,True,True,False,False,Single Family,2014,239900,3,0,3,3,0,0,0,0,0,5445.0,1922,3.666666667,3.0,3,2,4,305711.5
austin,7104 Brick Slope Path,78744,30.16412735,-97.72258759,1.98,2,True,True,True,False,False,Single Family,2016,399900,1,0,4,2,2,1,0,0,0,8102.0,2754,3.666666667,3.0,5,2,3,373488.38
austin,5601 Courtyard Cv,78731,30.35618591,-97.7893219,1.98,0,True,False,True,False,False,Single Family,1983,450000,2,0,0,1,0,0,0,0,0,6141.0,1603,7.0,2.0,2,1,3,533655.06
austin,10634 Glass Mountain Trl,78750,30.4402504,-97.81504822,1.98,2,True,True,True,False,False,Single Family,1979,830000,5,0,3,3,0,0,0,0,0,35719.2,4873,8.666666667000001,4.0,4,2,3,1054086.1
austin,4200 Churchill Downs Dr,78746,30.33838081,-97.79882813,1.98,6,True,True,True,True,False,Single Family,1997,3495000,4,0,1,2,0,0,0,0,0,38768.4,8286,9.0,6.0,5,2,2,2743536.2
austin,710 Hatton Hill Ln,78725,30.23732758,-97.58094788,1.98,2,True,True,True,False,False,Single Family,2014,262000,3,0,3,2,3,0,0,0,0,4791.0,1878,3.0,3.0,4,2,3,452725.66
austin,3003 Brass Buttons Trl,78734,30.38119507,-97.91598511,1.98,0,True,False,True,False,False,Single Family,2012,850000,4,0,1,0,0,0,0,0,0,23522.4,300,7.0,2.0,2,1,3,128340.73
austin,10607 Saber Creek Cv,78759,30.42221832,-97.78635406,1.98,0,True,False,True,False,False,Single Family,1986,479500,2,0,5,1,0,0,0,0,0,17424.0,2142,9.0,2.0,3,1,3,507808.1
austin,9900 Cerro Alto Cv,78733,30.33367157,-97.87130737,1.98,0,True,False,True,False,False,Single Family,1983,475000,1,0,8,1,1,1,0,0,0,38332.8,1379,8.0,2.0,3,1,4,313783.8
austin,5344 Sendero Hills Pkwy,78724,30.2840004,-97.64671326,1.98,2,True,True,True,False,True,Single Family,2006,339000,4,0,4,3,0,1,0,0,0,9147.0,2070,3.666666667,3.0,3,1,4,321391.22
austin,6734 Cuesta Trl,78730,30.37884903,-97.80978394,1.98,3,True,True,True,False,False,Single Family,2008,1179000,10,0,4,2,1,0,0,0,0,94525.2,4938,7.0,5.0,5,2,3,1269797.6
austin,3509 Robbins Rd,78730,30.33971977,-97.81759644,1.98,2,True,True,True,False,True,Single Family,1998,2995000,4,0,0,2,3,0,0,0,0,23522.4,3480,7.0,4.0,4,2,3,955361.8
austin,14307 Vandever St,78725,30.24205208,-97.58602142,1.98,2,True,True,True,False,False,Single Family,1986,205000,4,0,5,2,0,0,0,0,0,5706.0,1469,3.0,2.0,3,1,3,316938.9
austin,147 Daisy Path,78737,30.17428589,-98.00006104,2.01,3,True,True,True,False,False,Single Family,2006,500000,6,0,3,2,1,0,0,1,0,15681.6,3476,8.0,3.0,4,2,2,503650.8
austin,10901 Wynnewood St,78717,30.48900795,-97.78778839,2.21,0,True,False,True,False,False,Single Family,2015,400000,4,0,3,2,0,0,0,0,0,5998.0,2386,7.666666667,3.0,3,1,3,395483.66
austin,10700 Chestnut Ridge Rd,78726,30.43729401,-97.81778717,1.98,0,True,False,True,False,False,Single Family,2001,550000,4,0,4,1,0,0,0,0,0,8407.0,4160,8.0,3.0,4,2,3,896469.0
austin,13240 Shore Vista Dr,78732,30.33578873,-97.93267059,1.98,3,True,True,True,False,False,Single Family,2005,2408900,7,0,4,2,1,2,1,1,0,123274.8,7144,8.333333332999999,6.0,4,2,3,2547580.5
del valle,12308 Noel Bain Cv,78617,30.16059875,-97.63491058,1.98,0,True,False,True,False,False,Single Family,2015,229900,4,0,6,1,0,0,0,0,0,6185.0,2281,3.0,3.0,3,2,3,424341.22
austin,5706 Standing Rock Dr,78730,30.37059021,-97.82511902,1.98,3,True,True,True,True,True,Single Family,2004,1550000,5,0,5,2,0,0,0,0,0,53578.8,5143,7.0,4.0,4,2,3,1326059.8
austin,8100 Donnelley Dr,78744,30.15070534,-97.72091675,1.98,2,False,True,False,False,False,Single Family,2019,449900,3,0,0,1,0,0,0,0,0,7165.0,2458,3.666666667,3.0,4,2,3,368942.5
austin,250 Mountain Laurel Way,78737,30.17358971,-97.99577332,2.01,0,True,False,True,False,True,Single Family,2006,389000,1,0,5,2,0,0,0,0,1,9583.0,2843,8.0,3.0,4,1,2,498295.03
austin,3501 Beartree Cir,78730,30.33976746,-97.81903839,1.98,0,True,False,True,True,True,Single Family,1984,798000,3,0,2,1,0,0,0,0,0,49658.4,2832,7.0,2.0,4,2,3,447616.6
austin,11400 Fletcher Hall Ln,78717,30.49847794,-97.79029083,2.21,2,True,True,True,False,True,Single Family,2003,379000,3,0,4,3,2,1,0,1,0,5575.0,1810,8.333333332999999,3.0,3,2,3,326589.16
austin,5821 Knoll Pines Pass,78724,30.27916908,-97.62533569,1.98,0,True,False,True,False,False,Single Family,2015,219000,1,0,4,1,0,0,0,0,0,6011.0,1623,3.666666667,3.0,3,2,4,276198.47
austin,13200 Breve Cv,78724,30.25839233,-97.58935547,1.98,1,True,True,True,False,False,Single Family,2015,195000,4,0,4,2,0,0,0,0,0,6403.0,1301,2.666666667,2.0,3,1,3,264935.62
austin,8115 Two Coves Dr,78730,30.36343193,-97.81761169,1.98,0,True,False,True,False,True,Single Family,1994,1099000,7,0,5,1,0,1,0,1,0,136342.8,4427,7.0,4.0,3,2,3,1050965.2
austin,12516 Javea Dr,78739,30.17460823,-97.91671753,1.98,0,True,False,False,False,False,Single Family,2018,660000,1,0,9,1,0,0,0,0,0,10018.0,3263,9.0,3.0,5,2,3,240386.47
austin,12302 Eagle Rock Cv,78750,30.46219826,-97.81341553,2.21,2,True,True,True,False,False,Single Family,1979,340000,2,0,5,3,0,0,0,0,0,9626.0,1819,7.666666667,2.0,4,1,3,272754.66
austin,63 Saint Stephens School Rd,78746,30.31753731,-97.82843781,1.98,0,True,False,True,False,False,Single Family,2002,3385000,12,0,3,1,0,0,0,0,0,83635.2,7068,9.0,7.0,6,1,2,2359031.2
austin,11120 Crazy Well Dr,78717,30.50157738,-97.78778076,2.21,2,True,True,True,False,True,Single Family,2005,355000,5,0,5,3,2,0,0,0,0,5924.0,1702,8.333333332999999,2.0,3,1,3,297253.62
austin,1004 Ottawa Dr,78733,30.33148766,-97.86128235,1.98,2,True,True,True,False,False,Single Family,2005,799000,4,0,5,2,2,2,0,1,0,12196.8,3325,8.0,3.0,5,2,4,745359.2
austin,12725 Belcara Pl,78732,30.34950638,-97.91286469,1.98,2,True,True,True,False,False,Single Family,2007,479900,2,0,3,2,0,0,0,0,0,9539.0,3320,8.333333332999999,3.0,4,2,3,465614.34
del valle,6801 Campina Xing,78617,30.16093826,-97.63988495,1.98,0,True,False,True,False,False,Single Family,2006,179900,2,0,4,1,2,1,0,1,0,6534.0,1324,3.0,2.0,3,1,3,295155.66
austin,11004 Scotland Well Dr,78750,30.43180275,-97.79460907,1.98,0,True,False,True,False,False,Single Family,1990,624999,3,0,4,1,1,1,0,2,0,11761.2,2766,9.0,4.0,4,1,3,774644.3
austin,4320 Shadow Oak Ln,78746,30.33508492,-97.78734589,1.98,2,True,True,True,False,False,Single Family,1990,529000,6,0,2,2,0,0,0,0,0,14374.8,2244,9.0,2.0,2,2,2,518867.47
austin,304 Summer Alcove Way,78732,30.34241104,-97.91260529,1.98,3,True,True,True,False,True,Single Family,2011,839000,1,0,9,2,0,0,0,2,0,13068.0,4398,8.333333332999999,4.0,5,2,3,834991.2
austin,2112 Cliffs Edge Dr,78733,30.30220413,-97.88967896,1.98,3,True,True,True,True,False,Single Family,1994,865000,2,0,4,2,0,0,0,0,0,13068.0,3986,9.333333333,5.0,4,2,4,1338971.2
austin,13921 Turkey Hollow Trl,78717,30.48978424,-97.79590607,2.21,0,True,False,True,False,False,Single Family,2011,339900,1,0,4,2,0,0,0,0,0,5488.0,2179,8.333333332999999,3.0,3,2,3,351364.03
austin,8000 Gilwice Ln,78744,30.14706612,-97.72106934,1.98,3,True,True,True,False,False,Single Family,2020,421635,2,0,3,2,2,1,0,0,0,8398.0,2523,3.666666667,3.0,4,1,3,430589.8
