city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms,numOfStories,numOfSchools,predicted_price_lr,difference_lr,percent_change_lr,predict_price_nn,difference_nn,percent_change_nn
austin,5209 Eagle Trace Trl,78730,30.37898445,-97.85432434,1.98,2,True,True,True,False,True,Single Family,1992,699000,3,0,2,2,2,2,0,1,0,8276.0,3450,7.0,4.0,4,2,3,853924.434049845,-154924.43404984495,-22.16,830738.44,-131738.4375,-18.85
austin,4121 Canyon Glen Cir,78732,30.38013268,-97.8872757,1.98,2,True,True,True,False,True,Single Family,1998,290000,7,0,8,2,0,0,0,0,0,5662.0,2104,8.333333332999999,3.0,4,2,3,414887.357013,-124887.35701299994,-43.06,317651.25,-27651.25,-9.53
austin,6901 Derby Downs Dr,78747,30.14975357,-97.74063873,1.98,2,True,True,True,False,False,Single Family,2007,247900,1,0,3,2,1,0,0,0,0,4617.0,2068,5.333333333,3.0,4,2,3,390288.9751782098,-142388.97517820983,-57.44,291812.66,-43912.65625,-17.71
austin,9228 Edmundsbury Dr,78747,30.14657021,-97.73884583,1.98,0,True,False,True,False,False,Single Family,2009,200000,2,0,3,1,0,0,0,0,0,4791.0,1111,5.333333333,2.0,3,1,3,256877.04414434987,-56877.04414434987,-28.44,194861.92,5138.078125,2.57
austin,5916 Silver Screen Dr,78747,30.13923264,-97.76643372,1.98,2,True,True,True,False,False,Single Family,2007,240000,2,0,3,2,0,0,0,0,0,5052.0,1364,5.333333333,2.0,3,1,3,332048.05849264964,-92048.05849264956,-38.35,225046.5,14953.5,6.23
austin,5205 Eagle Trace Trl,78730,30.37876511,-97.85475922,1.98,2,True,True,True,False,False,Single Family,1993,549999,11,0,3,2,2,1,0,1,0,7710.0,3124,7.0,3.0,4,2,3,660908.0493564614,-110909.04935646127,-20.17,570401.7,-20402.6875,-3.71
austin,4045 Canyon Glen Cir,78732,30.38066292,-97.8883667,1.98,2,True,True,True,True,True,Single Family,1998,439900,5,0,5,2,2,4,0,0,0,5793.0,2070,8.333333332999999,3.0,4,2,3,477765.2513769053,-37865.251376905246,-8.61,393293.2,46606.8125,10.59
austin,6913 Sunderland Trl,78747,30.1470108,-97.74285126,1.98,0,True,False,True,False,False,Single Family,2014,259000,3,0,3,2,0,0,0,0,0,5967.0,1695,5.333333333,2.0,3,1,3,406717.13255338435,-147717.1325533844,-57.03,250665.19,8334.8125,3.22
austin,6300 Tupelo Dr,78744,30.16344643,-97.74440002,1.98,1,True,True,True,True,False,Single Family,1983,239900,3,0,3,2,0,1,0,0,0,6446.0,1031,3.666666667,2.0,3,1,3,314057.674978425,-74157.67497842503,-30.91,216708.72,23191.28125,9.67
austin,10601 Little Wind Cv,78730,30.38047028,-97.8529892,1.98,2,True,True,True,True,False,Single Family,1994,623000,6,0,1,2,0,0,0,0,0,10672.0,4033,7.0,4.0,5,2,3,956961.3257798734,-333961.3257798734,-53.61,844247.75,-221247.75,-35.51
austin,10210 La Costa Dr,78747,30.14499855,-97.78372955,1.98,0,True,False,True,True,False,Single Family,1983,399500,5,0,4,1,2,0,0,1,0,11761.2,2427,5.333333333,3.0,3,1,3,761771.7271989321,-362271.7271989321,-90.68,335443.94,64056.0625,16.03
austin,4041 Canyon Glen Cir,78732,30.380737300000003,-97.88851166,1.98,0,True,False,True,False,True,Single Family,1999,340000,2,0,4,1,1,1,0,1,0,5880.0,1838,8.333333332999999,3.0,3,2,3,440794.5615048527,-100794.56150485274,-29.65,326592.0,13408.0,3.94
austin,8905 Cornish Hen Cv,78747,30.14931488,-97.74152374,1.98,2,True,True,True,False,False,Single Family,2007,284900,2,0,4,2,1,1,0,1,0,6969.0,2442,5.333333333,3.0,4,2,3,485923.9113935849,-201023.9113935849,-70.56,335642.84,-50742.84375,-17.81
austin,8405 Twiggy Ln,78747,30.15712738,-97.74781036,1.98,2,True,True,True,False,False,Single Family,2008,259900,3,0,3,2,3,0,0,0,0,4791.0,1420,5.333333333,2.0,3,1,3,346416.0799526765,-86516.07995267655,-33.29,250678.64,9221.359375,3.55
austin,5505 Merrywing Cir,78730,30.38153839,-97.85302734,1.98,2,True,True,True,False,False,Single Family,1992,569900,1,0,3,2,2,3,0,0,0,9583.0,2617,7.0,3.0,4,1,3,642160.9928237956,-72260.99282379565,-12.68,642721.56,-72821.5625,-12.78
austin,7801 Nunsland Dr,78744,30.15867996,-97.73036194,1.98,2,True,True,True,False,False,Single Family,2018,399900,1,0,3,2,1,4,0,1,0,6316.0,2730,3.666666667,3.0,4,2,3,558841.4318397372,-158941.43183973734,-39.75,419446.5,-19546.5,-4.89
austin,6912 Derby Downs Dr,78747,30.1499424,-97.74007416,1.98,0,True,False,True,False,False,Single Family,2009,230000,1,0,3,3,0,0,0,0,0,3702.0,1788,5.333333333,3.0,3,2,3,412928.69380321563,-182928.69380321566,-79.53,252872.58,-22872.578125,-9.94
austin,2503 Braemar Cv,78747,30.14553833,-97.78433228,1.98,2,True,True,True,False,False,Single Family,1982,390000,4,0,4,2,1,0,0,1,0,13068.0,2116,5.333333333,2.0,4,1,3,420257.81454800704,-30257.814548006983,-7.76,261181.27,128818.734375,33.03
austin,10600 Showboat Cv,78730,30.37990761,-97.85220337,1.98,3,True,True,True,False,False,Single Family,1991,600000,3,0,3,2,3,0,0,0,0,11325.6,3705,7.0,4.0,4,2,3,909770.5933259923,-309770.59332599235,-51.63,882315.8,-282315.8125,-47.05
austin,3929 Canyon Glen Cir,78732,30.38270187,-97.89042664,1.98,2,True,True,True,False,False,Single Family,1999,299900,6,0,3,2,0,0,0,0,0,6316.0,2308,8.333333332999999,3.0,4,2,3,451867.764372946,-151967.764372946,-50.67,351323.6,-51423.59375,-17.15
austin,5901 Bell Tower Ln,78747,30.13657951,-97.7694397,1.98,2,True,True,True,False,False,Single Family,2018,299000,1,0,2,2,0,2,0,1,0,5619.0,2507,5.333333333,3.0,4,2,3,502275.32099775935,-203275.3209977595,-67.99,355158.88,-56158.875,-18.78
austin,6901 Walkup Ln,78747,30.15040207,-97.74023438,1.98,0,True,False,True,False,False,Single Family,2006,255000,1,0,4,1,0,0,0,0,0,6185.0,2068,5.333333333,3.0,3,2,3,484770.8908244965,-229770.89082449648,-90.11,279913.38,-24913.375,-9.77
austin,10601 Showboat Cv,78730,30.37970734,-97.85242462,1.98,3,True,True,True,False,True,Single Family,1991,582500,23,0,4,2,0,0,0,0,0,17424.0,3571,7.0,3.0,4,2,3,796417.2412751925,-213917.24127519247,-36.72,614986.4,-32486.375,-5.58
austin,6824 Broad Brook Dr,78747,30.15546227,-97.73821259,1.98,2,True,True,True,False,False,Single Family,2002,230000,1,0,5,2,0,0,0,0,0,6290.0,1586,3.666666667,3.0,4,2,3,266621.04553495,-36621.04553494998,-15.92,203784.17,26215.828125,11.4
austin,3925 Canyon Glen Cir,78732,30.38277626,-97.89028931,1.98,2,True,True,True,False,True,Single Family,1999,419000,3,0,4,2,2,1,0,1,0,6141.0,2677,8.333333332999999,3.0,4,2,3,561579.5621611935,-142579.56216119346,-34.03,437250.56,-18250.5625,-4.36
austin,10603 Showboat Cv,78730,30.37977409,-97.85276794,1.98,3,True,True,True,True,False,Single Family,1996,719000,4,0,3,2,1,0,0,0,0,15246.0,3189,7.0,4.0,4,2,3,850282.4477391976,-131282.44773919767,-18.26,735024.5,-16024.5,-2.23
austin,10005 Deer Chase Trl,78747,30.14259911,-97.76521301,1.98,0,True,False,True,False,False,Single Family,2016,290000,1,0,4,1,0,0,0,0,0,6011.0,2699,5.333333333,3.0,4,2,3,541930.6283752228,-251930.6283752227,-86.87,335070.34,-45070.34375,-15.54
austin,8725 Ipswich Bay Dr,78747,30.15197754,-97.74872589,1.98,2,True,True,True,False,False,Single Family,2009,285000,5,0,3,2,0,3,0,0,0,7274.0,1652,5.333333333,2.0,3,1,3,404967.1649863983,-119967.1649863983,-42.09,269635.78,15364.21875,5.39
austin,4233 Canyon Glen Cir,78732,30.3818531,-97.88611603,1.98,2,True,True,True,False,False,Single Family,1999,375000,1,0,1,2,0,0,0,0,0,6490.0,2736,8.333333332999999,3.0,4,2,3,561681.6962686966,-186681.69626869657,-49.78,433963.66,-58963.65625,-15.72
austin,5306 Kite Tail Dr,78730,30.37905884,-97.85174561,1.98,0,True,False,True,True,True,Single Family,1991,649000,1,0,3,1,0,0,0,0,0,9844.0,3404,7.0,3.0,5,2,3,706342.2816125473,-57342.281612547355,-8.84,721616.7,-72616.6875,-11.19
austin,4353 Canyon Glen Cir,78732,30.38324928,-97.88898468,1.98,0,True,False,True,False,False,Single Family,1999,375000,3,0,0,1,0,0,0,0,0,6098.0,2715,8.333333332999999,3.0,4,2,3,546035.8664977064,-171035.86649770642,-45.61,412410.28,-37410.28125,-9.98
austin,6307 Tara Dr,78744,30.16345024,-97.74346161,1.98,2,True,True,True,False,True,Single Family,1983,224000,1,0,5,2,1,0,0,0,0,6926.0,1358,3.666666667,2.0,3,1,3,345870.7735766426,-121870.77357664262,-54.41,224293.03,-293.03125,-0.13
austin,5408 Kite Tail Dr,78730,30.38014603,-97.8518219,1.98,1,True,True,True,False,False,Single Family,1992,524900,6,0,3,2,0,0,0,0,0,9321.0,2906,7.0,3.0,4,2,3,600172.1274080973,-75272.12740809728,-14.34,524830.75,69.25,0.01
austin,4345 Canyon Glen Cir,78732,30.38311577,-97.88870239,1.98,0,True,False,True,False,False,Single Family,1999,359900,1,0,4,1,0,0,0,0,0,6011.0,2014,8.333333332999999,3.0,4,2,3,366177.1760500053,-6277.176050005248,-1.74,329436.12,30463.875,8.46
austin,7000 Walkup Ln,78747,30.15042114,-97.73919678,1.98,2,True,True,True,False,False,Single Family,2005,199900,3,0,4,2,0,1,0,1,0,3615.0,1246,5.333333333,2.0,3,1,3,301446.30802060076,-101546.30802060082,-50.8,223314.94,-23414.9375,-11.71
austin,8616 Sturmer St,78747,30.15285301,-97.7477417,1.98,2,True,True,True,False,False,Single Family,2010,287500,4,0,3,2,0,0,0,0,0,6098.0,2790,5.333333333,3.0,3,2,3,680275.0987986872,-392775.09879868734,-136.62,351893.03,-64393.03125,-22.4
austin,10025 Deer Chase Trl,78747,30.14224434,-97.76589966,1.98,0,True,False,True,False,True,Single Family,2016,289700,1,0,3,1,0,1,0,0,0,6446.0,2245,5.333333333,3.0,4,2,3,440482.04550817725,-150782.04550817725,-52.05,293101.16,-3401.15625,-1.17
austin,4341 Canyon Glen Cir,78732,30.3830471,-97.88856506,1.98,4,True,True,True,False,True,Single Family,1999,419900,4,0,4,2,1,2,0,0,0,6098.0,2637,8.333333332999999,3.0,4,2,3,561248.9340607233,-141348.9340607233,-33.66,436599.72,-16699.71875,-3.98
austin,5501 Kite Tail Dr,78730,30.38069725,-97.85137939,1.98,0,True,False,True,False,False,Single Family,1992,850000,3,0,4,1,1,2,0,1,0,13503.6,3483,7.0,4.0,4,2,3,836775.5935615646,13224.406438435428,1.56,774193.44,75806.5625,8.92
austin,8808 Cattle Baron Path,78747,30.15501785,-97.75476837,1.98,2,True,True,True,False,True,Single Family,2017,415000,1,0,4,2,2,2,0,1,0,5619.0,2788,5.333333333,3.0,4,1,3,701719.3335842671,-286719.3335842669,-69.09,566508.8,-151508.8125,-36.51
austin,4613 Pinehurst Dr S APT A,78747,30.13563156,-97.78565979,1.98,2,True,True,True,True,False,Condo,1977,272000,1,0,4,2,3,1,0,0,0,2526.0,1587,5.333333333,2.0,2,1,3,566578.2472026937,-294578.2472026937,-108.3,299062.88,-27062.875,-9.95
austin,4329 Canyon Glen Cir,78732,30.3828392,-97.88814545,1.98,0,True,False,True,False,False,Single Family,2000,320000,6,0,4,1,0,0,0,0,0,6011.0,1719,8.333333332999999,2.0,3,1,3,412874.942017765,-92874.94201776502,-29.02,295346.8,24653.1875,7.7
austin,7008 Walkup Ln,78747,30.15031815,-97.73897552,1.98,2,True,True,True,False,False,Single Family,2006,224900,2,0,5,2,1,0,0,0,0,3615.0,1314,5.333333333,2.0,3,1,3,319218.5465968593,-94318.54659685935,-41.94,237409.11,-12509.109375,-5.56
austin,5403 Kite Tail Dr,78730,30.37965775,-97.85129547,1.98,0,True,False,True,False,True,Single Family,1992,569000,1,0,4,1,1,3,0,1,0,8450.0,2960,7.0,3.0,4,2,3,623283.4737957933,-54283.47379579325,-9.54,659118.9,-90118.875,-15.84
austin,6808 Doyal Dr,78747,30.15273857,-97.73981476,1.98,0,True,False,True,False,False,Single Family,2005,209900,1,0,3,1,0,0,0,0,0,3615.0,1343,5.333333333,2.0,3,1,3,316401.65222783736,-106501.65222783736,-50.74,221014.55,-11114.546875,-5.3
austin,10402 Laurel Hill Cv,78730,30.37996483,-97.849617,1.98,2,True,True,True,False,False,Single Family,1992,630000,1,0,3,2,1,0,0,0,0,9191.0,2970,7.0,3.0,4,2,3,621721.5919377601,8278.408062239876,1.31,622498.9,7501.125,1.19
austin,4301 Canyon Glen Cir,78732,30.3823204,-97.88721466,1.98,0,True,False,True,False,True,Single Family,1999,405000,2,0,4,1,1,1,0,0,0,7143.0,2750,8.333333332999999,3.0,4,2,3,570052.4934143249,-165052.49341432494,-40.75,442389.66,-37389.65625,-9.23
austin,6725 Walkup Ln,78747,30.15104103,-97.74156952,1.98,0,True,False,True,False,False,Single Family,2005,224999,7,0,2,1,0,1,0,1,0,4965.0,1788,5.333333333,3.0,3,2,3,412604.21002560545,-187605.2100256055,-83.38,206985.31,18013.6875,8.01
austin,4705 Misty Slope Ln,78744,30.17746162,-97.75476837,1.98,1,True,True,True,False,True,Townhouse,1980,194000,1,0,8,3,2,0,0,0,0,2081.0,1352,3.666666667,2.0,3,1,3,339199.8787065295,-145199.8787065295,-74.85,217458.58,-23458.578125,-12.09
austin,7007 Cut Plains Trl,78726,30.38464355,-97.84707642,1.98,2,True,True,True,False,False,Single Family,2016,530000,1,0,7,1,2,1,0,0,0,8276.0,2586,7.0,3.0,4,1,3,634856.8269915448,-104856.8269915448,-19.78,599485.75,-69485.75,-13.11
austin,12700 Mcnelly Trl,78732,30.38083649,-97.89050293,1.98,0,True,False,True,False,True,Single Family,1993,349700,1,0,4,1,0,0,0,0,0,8407.0,2110,8.333333332999999,3.0,3,2,3,510909.36827112065,-161209.3682711206,-46.1,366745.72,-17045.71875,-4.87
austin,6836 Broad Brook Dr,78747,30.15524673,-97.73776245,1.98,0,True,False,True,False,False,Single Family,2002,189000,1,0,3,1,0,0,0,0,0,6272.0,937,3.666666667,1.0,2,1,3,222635.64405004567,-33635.64405004564,-17.8,134712.52,54287.484375,28.72
austin,6709 Walkup Ln,78747,30.15132904,-97.74196625,1.98,2,True,True,True,False,True,Single Family,2005,139900,6,0,4,2,0,0,0,0,0,4965.0,2068,5.333333333,3.0,4,2,3,405650.2947134611,-265750.2947134611,-189.96,234191.94,-94291.9375,-67.4
austin,10400 Milky Way Dr,78730,30.38582802,-97.84764099,1.98,3,True,True,True,False,True,Single Family,2006,1690000,1,0,3,2,2,1,0,1,0,44866.8,5312,7.0,6.0,5,2,3,1421075.228454619,268924.77154538076,15.91,1820122.9,-130122.875,-7.7
austin,12618 Mcnelly Trl,78732,30.38067818,-97.89038849,1.98,0,True,False,True,False,True,Single Family,1993,520000,1,0,3,1,0,1,0,0,0,8189.0,3546,8.333333332999999,4.0,5,2,3,763884.5537744651,-243884.5537744651,-46.9,579230.44,-59230.4375,-11.39
austin,7224 Ranchito Dr,78744,30.16813278,-97.72484589,1.98,2,True,True,True,False,False,Residential,2019,339900,1,0,9,2,2,2,0,0,4,11761.2,1989,3.666666667,2.0,4,1,3,387021.785921403,-47121.78592140298,-13.86,343057.75,-3157.75,-0.93
austin,10213 Bankhead Dr,78747,30.13869476,-97.76223755,1.98,2,True,True,True,False,False,Single Family,2019,277500,1,0,4,2,2,0,0,0,0,5619.0,1500,5.333333333,2.0,3,1,3,366942.4873709057,-89442.4873709057,-32.23,281656.7,-4156.6875,-1.5
austin,5300 Kite Tail Dr,78730,30.37848282,-97.85183716,1.98,2,True,True,True,False,False,Single Family,1992,540000,1,0,5,2,0,0,0,0,0,11325.6,3484,7.0,3.0,5,2,3,648863.4002650015,-108863.40026500146,-20.16,681516.1,-141516.125,-26.21
austin,12608 Mcnelly Trl,78732,30.37978363,-97.89025116,1.98,0,True,False,True,False,False,Single Family,1993,425000,4,0,7,1,0,0,0,0,0,8668.0,2870,8.333333332999999,3.0,4,2,3,585806.3136446017,-160806.31364460173,-37.84,433909.56,-8909.5625,-2.1
austin,7712 Marble Ridge Dr,78747,30.15958595,-97.73706055,1.98,0,True,False,True,False,True,Single Family,2003,270000,2,0,3,1,0,1,0,1,0,5662.0,1736,3.666666667,3.0,3,2,3,414623.85417950404,-144623.8541795041,-53.56,214099.3,55900.703125,20.7
austin,5700 Merrywing Cir,78730,30.38186836,-97.8500061,1.98,3,True,True,True,False,False,Single Family,2001,1085000,5,0,4,2,0,0,0,0,0,43995.6,4149,7.0,4.0,4,1,3,1135693.1257972647,-50693.125797264736,-4.67,1030000.9,54999.125,5.07
austin,4213 Canyon Glen Cir,78732,30.38151169,-97.88529205,1.98,2,True,True,True,False,False,Single Family,1998,415000,4,0,4,2,1,1,0,1,0,8712.0,2686,8.333333332999999,3.0,4,2,3,548529.0223935714,-133529.02239357145,-32.18,423855.2,-8855.1875,-2.13
austin,8808 Blaze Dr,78747,30.1550808,-97.75375366,1.98,0,True,False,True,False,False,Single Family,2017,335000,1,0,4,1,0,3,0,0,0,4748.0,2015,5.333333333,3.0,4,2,3,365457.51206971076,-30457.512069710763,-9.09,295911.1,39088.90625,11.67
austin,8705 Panadero Dr,78747,30.1515255,-97.7458725,1.98,0,True,False,True,False,False,Single Family,2012,256000,4,0,2,1,0,1,0,0,0,6534.0,2790,5.333333333,3.0,3,2,3,669692.6073162772,-413692.60731627716,-161.6,348205.84,-92205.84375,-36.02
austin,3917 Latimer Dr,78732,30.37969589,-97.88833618,1.98,2,True,True,True,False,True,Single Family,1989,510000,1,0,3,2,4,1,0,0,2,8450.0,2494,8.333333332999999,3.0,4,1,3,626613.2073044374,-116613.2073044374,-22.87,544917.06,-34917.0625,-6.85
austin,5925 Silver Screen Dr,78747,30.13871956,-97.76647186,1.98,1,True,True,True,False,False,Single Family,2008,225000,2,0,4,2,0,0,0,0,0,5227.0,1364,5.333333333,2.0,3,1,3,326919.3792972963,-101919.37929729627,-45.3,217158.11,7841.890625,3.49
austin,6604 Swamp Mallow Dr,78744,30.17191315,-97.73245239,1.98,0,False,False,False,False,False,Single Family,2017,369000,1,0,0,1,0,0,0,0,0,6250.0,2633,3.666666667,3.0,4,2,3,527860.7430920231,-158860.74309202307,-43.05,384715.47,-15715.46875,-4.26
austin,10328 Bankhead Dr,78747,30.13750648,-97.76369476,1.98,2,True,True,True,False,False,Single Family,2018,310000,2,0,4,2,1,0,0,0,0,5749.0,2013,5.333333333,3.0,4,2,3,376178.00860460266,-66178.00860460267,-21.35,280615.4,29384.59375,9.48
austin,10416 Milky Way,78730,30.38640785,-97.84851837,1.98,0,True,False,True,False,False,Single Family,2005,995000,6,0,4,1,0,0,0,0,0,44866.8,5301,7.0,6.0,4,2,3,1492569.2381151181,-497569.2381151181,-50.01,1532695.9,-537695.875,-54.04
austin,3913 Latimer Dr,78732,30.37949371,-97.88790894,1.98,2,True,True,True,False,True,Single Family,1988,399900,8,0,3,2,2,1,0,1,0,8276.0,3094,8.333333332999999,3.0,4,2,3,668572.2576667999,-268672.25766679994,-67.18,481155.06,-81255.0625,-20.32
austin,8605 Kammey Cv,78747,30.15201569,-97.74095154,1.98,2,True,True,True,False,False,Single Family,2007,229000,4,0,4,2,0,0,0,0,0,3737.0,1693,5.333333333,3.0,3,2,3,398811.6982055127,-169811.69820551274,-74.15,231571.53,-2571.53125,-1.12
austin,10113 Deer Chase Trl,78747,30.14167023,-97.76659393,1.98,0,True,False,True,False,False,Single Family,2012,264900,1,0,2,1,0,0,0,0,0,5227.0,2240,5.333333333,3.0,4,2,3,424162.5540898952,-159262.55408989525,-60.12,279193.1,-14293.09375,-5.4
austin,6314 River Place Blvd,78730,30.38981628,-97.84877014,1.98,2,True,True,True,False,True,Single Family,2006,685000,3,0,3,3,2,2,0,1,0,13939.2,2859,7.0,3.0,3,1,3,824679.306872822,-139679.3068728221,-20.39,780069.3,-95069.3125,-13.88
austin,12806 Hughes St,78732,30.39279556,-97.88449097,1.98,0,True,False,True,False,True,Single Family,2019,499999,7,0,2,2,1,0,0,0,0,11325.6,2546,8.333333332999999,3.0,3,2,3,622777.4093405175,-122778.40934051735,-24.56,408413.6,91585.40625,18.32
austin,3213 Summer Canyon Dr,78732,30.3793354,-97.90471649,1.98,5,True,True,True,True,True,Single Family,2002,550000,1,0,3,2,1,2,0,0,0,11325.6,3057,8.333333332999999,3.0,4,2,3,747043.9077999765,-197043.90779997665,-35.83,556361.5,-6361.5,-1.16
austin,10828 Enclave Vista Cv,78730,30.38920212,-97.85118866,1.98,2,True,True,True,False,True,Single Family,2006,584000,1,0,1,2,0,0,0,0,0,9278.0,3777,7.0,3.0,4,2,3,844138.2945333866,-260138.2945333866,-44.54,830154.06,-246154.0625,-42.15
austin,8609 Kammey Cv,78747,30.15186501,-97.74097443,1.98,0,True,False,True,False,False,Single Family,2006,235000,1,0,4,1,0,0,0,0,0,3484.0,2100,5.333333333,3.0,3,2,3,492979.78102186776,-257979.78102186765,-109.78,282605.03,-47605.03125,-20.26
austin,11024 Players Path,78747,30.13114929,-97.77578735,1.98,0,True,False,True,False,False,Single Family,2017,300000,1,0,4,1,1,0,0,1,0,9365.0,2174,5.333333333,3.0,4,2,3,407230.9276199665,-107230.92761996645,-35.74,287432.03,12567.96875,4.19
austin,7204 Kilday Cv,78744,30.16368675,-97.73184967,1.98,2,True,True,True,False,True,Single Family,2018,370000,1,0,3,2,1,2,0,1,0,5749.0,2469,3.666666667,3.0,3,1,3,724610.779242552,-354610.7792425521,-95.84,473349.16,-103349.15625,-27.93
austin,3316 Summer Canyon Dr,78732,30.37970161,-97.90265656,1.98,0,True,False,True,False,False,Single Family,2002,519900,3,0,0,1,0,0,0,0,0,14374.8,3124,8.333333332999999,4.0,4,1,3,857301.7151855922,-337401.7151855922,-64.9,603298.1,-83398.125,-16.04
austin,10824 Enclave Vista Cv,78730,30.38912964,-97.85092926,1.98,0,True,False,True,False,True,Single Family,2006,749995,2,0,3,1,0,0,0,0,0,14374.8,3535,7.0,4.0,4,2,3,866129.4307140645,-116134.43071406453,-15.48,812427.25,-62432.25,-8.32
austin,8813 Edmundsbury Dr,78747,30.14906883,-97.7399292,1.98,0,True,False,True,False,False,Single Family,2010,240000,2,0,3,1,0,0,0,0,0,6534.0,1778,5.333333333,3.0,3,2,3,410364.5122994918,-170364.5122994918,-70.99,244268.45,-4268.453125,-1.78
austin,8909 Norwich Castle,78747,30.14961815,-97.74242401,1.98,2,True,True,True,False,False,Single Family,2010,230000,2,0,4,2,0,0,0,0,0,4094.0,1265,5.333333333,2.0,3,1,3,306646.6660813109,-76646.66608131095,-33.32,227549.23,2450.765625,1.07
austin,5732 Brittlyns Ct,78730,30.38427734,-97.85186768,1.98,6,True,True,True,False,True,Single Family,2001,499000,4,0,4,2,0,0,0,0,0,11325.6,2403,7.0,2.0,3,1,3,634508.5338374714,-135508.53383747142,-27.16,516027.75,-17027.75,-3.41
austin,5908 Baythorne Dr,78747,30.1538887,-97.7542572,1.98,0,True,False,True,False,False,Single Family,2017,288500,3,0,5,1,2,2,0,0,0,4660.0,1551,5.333333333,3.0,3,2,3,351470.73247073236,-62970.732470732415,-21.83,250788.73,37711.265625,13.07
austin,5833 River Place Blvd,78730,30.38501167,-97.85016632,1.98,5,True,True,True,True,True,Single Family,2008,2100000,1,0,5,2,2,1,0,0,0,46609.2,4772,7.0,5.0,4,2,3,1376087.3731358796,723912.6268641205,34.47,1576005.5,523994.5,24.95
austin,3205 Prairie Clover Path,78732,30.37997818,-97.90696716,1.98,0,True,False,True,False,False,Single Family,2004,679500,5,0,4,2,0,0,0,0,0,25700.4,3827,8.333333332999999,4.0,5,2,3,820955.6688577149,-141455.66885771483,-20.82,557648.3,121851.6875,17.93
austin,7310 Salt Springs Dr,78744,30.16668892,-97.74131775,1.98,0,True,False,True,False,False,Multiple Occupancy,1983,279900,4,0,0,1,0,0,0,0,0,7865.0,1963,3.666666667,4.0,4,1,3,559415.2653199764,-279515.26531997626,-99.86,237754.36,42145.640625,15.06
austin,10600 Merrywing Cv,78730,30.38175583,-97.85098267,1.98,5,True,True,True,True,False,Single Family,2003,1699900,6,0,2,2,2,2,0,1,0,50094.0,6471,7.0,6.0,5,2,3,1785921.1386257068,-86021.13862570701,-5.06,2087358.5,-387458.5,-22.79
austin,6804 Walkup Ln,78747,30.15127945,-97.74099731,1.98,0,True,False,True,False,False,Single Family,2007,250000,1,0,6,1,0,1,0,0,0,3598.0,2068,5.333333333,3.0,3,2,3,484444.283122279,-234444.28312227895,-93.78,290501.4,-40501.40625,-16.2
austin,10509 Milky Way,78730,30.38564873,-97.84993744,1.98,5,True,True,True,True,False,Single Family,2010,1698000,4,0,2,3,0,0,0,0,0,40510.8,5706,7.0,6.0,5,2,3,1590286.8099826318,107713.19001736818,6.34,1756838.9,-58838.875,-3.47
austin,4217 Vista Verde Dr,78732,30.37913513,-97.88085938,1.98,0,True,False,True,False,False,Single Family,2013,479900,9,0,3,1,0,1,0,0,0,5941.0,2917,8.333333332999999,4.0,4,2,3,691875.5012934564,-211975.50129345641,-44.17,432226.62,47673.375,9.93
austin,2501 Rio Mesa Dr,78732,30.36229324,-97.89785004,1.98,0,True,False,True,False,False,Single Family,2003,665000,6,0,3,1,0,0,0,0,0,13939.2,4509,8.666666667000001,4.0,6,2,3,891194.3076433239,-226194.3076433239,-34.01,668754.75,-3754.75,-0.56
austin,9009 Edmundsbury Dr,78747,30.1472435,-97.74031067,1.98,0,True,False,True,False,False,Single Family,2012,245000,3,0,7,1,0,1,0,0,0,4051.0,2100,5.333333333,2.5,3,2,3,445486.4749899528,-200486.47498995272,-81.83,267102.94,-22102.9375,-9.02
austin,6709 Loretta White Ln,78744,30.16980934,-97.73049164,1.98,0,True,False,True,False,False,Single Family,2019,313990,1,0,4,1,1,2,0,0,0,5501.0,2361,3.666666667,3.0,4,2,3,454557.8445144359,-140567.84451443586,-44.77,357143.94,-43153.9375,-13.74
austin,10336 Channel Island Dr,78747,30.14993286,-97.7851944,1.98,2,True,True,True,False,False,Single Family,2005,295000,2,0,5,2,2,1,0,0,0,8929.0,1708,5.333333333,2.0,4,1,3,315248.0024096605,-20248.00240966049,-6.86,259818.92,35181.078125,11.93
austin,2824 Centennial Olympic Park,78732,30.36800766,-97.89563751,1.98,2,True,True,True,False,False,Single Family,2006,409900,16,0,2,2,0,0,0,0,0,9234.0,2566,8.666666667000001,3.5,4,2,3,565234.0032379499,-155334.00323794992,-37.9,395936.7,13963.3125,3.41
austin,13110 Halsell Dr,78732,30.37929535,-97.89833069,1.98,2,True,True,True,True,False,Single Family,2000,584900,1,0,3,2,3,3,0,0,0,8873.0,3334,8.333333332999999,3.0,4,2,3,787041.0235543171,-202141.02355431693,-34.56,623193.25,-38293.25,-6.55
